PIP,DIP
-27.44426936,-10.45120886
-27.70381449,-10.54308917
-27.70381449,-10.54308917
-27.87153911,-10.6597805
-27.87153911,-10.6597805
-27.87153911,-10.6597805
-28.20995529,-10.61792795
-28.43939854,-10.74420373
-28.43939854,-10.74420373
-28.75019328,-10.79231389
-28.75019328,-10.79231389
-29.04537564,-10.9590239
-29.26744258,-11.21535288
-29.55846022,-11.26652866
-29.55846022,-11.26652866
-29.83494324,-11.39600981
-29.83494324,-11.39600981
-29.83494324,-11.39600981
-30.07453944,-11.62623208
-30.07453944,-11.62623208
-30.51533105,-11.70556031
-30.86147751,-11.87118048
-30.86147751,-11.87118048
-31.28111344,-12.02189756
-31.33775111,-12.54348814
-31.33775111,-12.54348814
-31.33775111,-12.54348814
-31.69810259,-12.87466658
-32.38376131,-12.84010501
-32.38376131,-12.84010501
-32.38376131,-12.84010501
-32.79567752,-13.14923624
-32.79567752,-13.14923624
-32.79567752,-13.14923624
-33.2239462,-13.36112305
-33.2239462,-13.36112305
-33.7390175,-13.52765212
-33.7390175,-13.52765212
-34.10074649,-13.92989398
-34.60414462,-14.06573272
-34.60414462,-14.06573272
-35.02289578,-14.25529929
-35.49178015,-14.33221047
-35.93958229,-14.52084088
-35.93958229,-14.52084088
-36.23477636,-14.91068144
-36.23477636,-14.91068144
-36.57426457,-15.06815759
-37.0271262,-15.15162875
-37.0271262,-15.15162875
-37.0271262,-15.15162875
-37.44883943,-15.3413664
-37.79308972,-15.46727028
-38.18291401,-15.83921547
-38.18291401,-15.83921547
-38.18291401,-15.83921547
-38.43074184,-15.96815808
-38.43074184,-15.96815808
-38.83641908,-16.0987343
-38.83641908,-16.0987343
-38.83641908,-16.0987343
-39.17569496,-16.09373683
-39.17569496,-16.09373683
-39.39768307,-16.32076803
-39.59210918,-16.37883856
-39.59210918,-16.37883856
-39.82395121,-16.58199185
-39.82395121,-16.58199185
-39.82395121,-16.58199185
-40.09593017,-16.66970411
-40.19653696,-16.61329737
-40.19653696,-16.61329737
-40.19653696,-16.61329737
-40.3679999,-16.99153952
-40.3679999,-16.99153952
-40.50187277,-17.03004388
-40.50187277,-17.03004388
-40.50187277,-17.03004388
-40.65588817,-17.04422622
-40.65588817,-17.04422622
-40.65588817,-17.04422622
-40.76610719,-17.19016283
-40.76610719,-17.19016283
-40.84194951,-17.14276002
-41.0733639,-17.18518998
-41.0733639,-17.18518998
-41.0733639,-17.18518998
-41.05804775,-17.3029469
-41.05804775,-17.3029469
-41.05804775,-17.3029469
-40.98854201,-17.40950778
-40.99095926,-17.4774128
-40.99095926,-17.4774128
-41.12544234,-17.37112367
-41.06573652,-17.39197505
-41.06573652,-17.39197505
-41.178299,-17.3899617
-41.178299,-17.3899617
-41.19750596,-17.38550843
-40.97284566,-17.58890212
-40.97284566,-17.58890212
-40.97284566,-17.58890212
-41.18295105,-17.33698469
-41.18295105,-17.33698469
-41.18295105,-17.33698469
-40.9604447,-17.49971936
-40.9604447,-17.49971936
-41.13122944,-17.44907898
-41.13122944,-17.44907898
-41.11250088,-17.40099569
-41.11250088,-17.40099569
-41.11250088,-17.40099569
-41.13107777,-17.43967884
-41.13107777,-17.43967884
-41.13107777,-17.43967884
-41.24895639,-17.39304842
-41.24895639,-17.39304842
-41.24895639,-17.39304842
-41.12222185,-17.4647506
-41.12222185,-17.4647506
-40.99191517,-17.55074828
-40.99191517,-17.55074828
-40.99191517,-17.55074828
-41.180366,-17.45649953
-41.180366,-17.45649953
-41.180366,-17.45649953
-41.18335704,-17.4104505
-41.18335704,-17.4104505
-41.18335704,-17.4104505
-41.04527888,-17.60910346
-41.04527888,-17.60910346
-41.04527888,-17.60910346
-41.02086102,-17.63181347
-41.12239978,-17.56089241
-41.12239978,-17.56089241
-41.12239978,-17.56089241
-41.11945803,-17.53328522
-41.11945803,-17.53328522
-41.05045341,-17.57270682
-41.05045341,-17.57270682
-41.05045341,-17.57270682
-40.97666813,-17.64811723
-40.97666813,-17.64811723
-40.97666813,-17.64811723
-41.12582695,-17.45975059
-41.12582695,-17.45975059
-41.12582695,-17.45975059
-40.98849826,-17.68865214
-40.98849826,-17.68865214
-40.98849826,-17.68865214
-40.98938515,-17.7096013
-40.98938515,-17.7096013
-40.98938515,-17.7096013
-41.36177926,-17.33567237
-41.36177926,-17.33567237
-41.36177926,-17.33567237
-41.17271651,-17.4854257
-41.17271651,-17.4854257
-41.36358675,-17.39364591
-41.36358675,-17.39364591
-41.36358675,-17.39364591
-41.38972688,-17.41217838
-41.38972688,-17.41217838
-41.23604938,-17.52895391
-41.23604938,-17.52895391
-41.23604938,-17.52895391
-41.30386794,-17.37379857
-41.19851053,-17.40081051
-41.30173093,-17.41150099
-41.30173093,-17.41150099
-41.2823955,-17.43071505
-41.2823955,-17.43071505
-41.2791121,-17.46922246
-41.2791121,-17.46922246
-41.2791121,-17.46922246
-41.38283946,-17.43814547
-41.38283946,-17.43814547
-41.27933272,-17.40946123
-41.18309068,-17.65557772
-41.35904042,-17.46380756
-41.35904042,-17.46380756
-41.38700286,-17.61657166
-41.38700286,-17.61657166
-41.38700286,-17.61657166
-41.30271486,-17.76434612
-41.5390334,-17.62969503
-41.5390334,-17.62969503
-41.45075604,-17.80067742
-41.45075604,-17.80067742
-41.45288577,-17.77269696
-41.45288577,-17.77269696
-41.45288577,-17.77269696
-41.62651435,-17.80084968
-41.62651435,-17.80084968
-41.62651435,-17.80084968
-41.74348149,-17.79883094
-41.79873385,-17.84910397
-41.79873385,-17.84910397
-41.79873385,-17.84910397
-41.82353326,-17.99946809
-41.79507279,-18.17244264
-41.79507279,-18.17244264
-41.90486386,-18.25262294
-41.90486386,-18.25262294
-42.08037724,-18.19969737
-42.08037724,-18.19969737
-42.08037724,-18.19969737
-42.15532507,-18.36014721
-42.25832362,-18.4099113
-42.25832362,-18.4099113
-42.25832362,-18.4099113
-42.42544298,-18.51827711
-42.42544298,-18.51827711
-42.58140162,-18.48319462
-42.58140162,-18.48319462
-42.58140162,-18.48319462
-42.70383142,-18.62917383
-42.70383142,-18.62917383
-42.70383142,-18.62917383
-42.85764383,-18.80265407
-42.85764383,-18.80265407
-42.85764383,-18.80265407
-42.98475895,-18.806712
-42.98475895,-18.806712
-43.16491933,-18.93952613
-43.16491933,-18.93952613
-43.16491933,-18.93952613
-43.35589263,-19.07079241
-43.35589263,-19.07079241
-43.35589263,-19.07079241
-43.45881244,-19.04510509
-43.45881244,-19.04510509
-43.578335,-19.36466746
-43.578335,-19.36466746
-43.578335,-19.36466746
-43.75964105,-19.50008909
-43.75964105,-19.50008909
-44.08473897,-19.48834112
-44.08473897,-19.48834112
-44.08473897,-19.48834112
-44.23695139,-19.66470084
-44.23695139,-19.66470084
-44.23695139,-19.66470084
-44.45066674,-19.762436
-44.45066674,-19.762436
-44.45066674,-19.762436
-44.63438848,-19.93120455
-44.63438848,-19.93120455
-44.63438848,-19.93120455
-44.8661365,-20.10321879
-44.98394556,-20.31772704
-44.98394556,-20.31772704
-44.98394556,-20.31772704
-45.20608185,-20.46119273
-45.20608185,-20.46119273
-45.20608185,-20.46119273
-45.55118972,-20.60247005
-45.55118972,-20.60247005
-45.55118972,-20.60247005
-45.95921365,-20.59961123
-45.95921365,-20.59961123
-45.95921365,-20.59961123
-46.19302294,-20.83135426
-46.19302294,-20.83135426
-46.59484377,-20.90220538
-46.59484377,-20.90220538
-46.90383437,-21.07517512
-46.90383437,-21.07517512
-46.90383437,-21.07517512
-47.10395894,-21.38618956
-47.10395894,-21.38618956
-47.10395894,-21.38618956
-47.10395894,-21.38618956
-47.37652816,-21.5742912
-47.37652816,-21.5742912
-47.7845366,-21.61971327
-47.7845366,-21.61971327
-47.7845366,-21.61971327
-48.00665302,-21.74924629
-48.00665302,-21.74924629
-48.00665302,-21.74924629
-48.18985898,-21.94092905
-48.47324777,-22.13319104
-48.47324777,-22.13319104
-48.69801764,-22.19247818
-48.93861902,-22.27050534
-48.93861902,-22.27050534
-49.0294217,-22.45218049
-49.0294217,-22.45218049
-49.0294217,-22.45218049
-49.10487694,-22.43035502
-49.10487694,-22.43035502
-49.10487694,-22.43035502
-49.15920858,-22.64957792
-49.24722285,-22.69405986
-49.34164516,-22.6898376
-49.34164516,-22.6898376
-49.34164516,-22.6898376
-49.40983556,-22.64826178
-49.47894259,-22.63454799
-49.47894259,-22.63454799
-49.56322826,-22.63560612
-49.56322826,-22.63560612
-49.58046942,-22.70746056
-49.6178597,-22.65876208
-49.6178597,-22.65876208
-49.61880488,-22.65729271
-49.61724243,-22.68506563
-49.63337157,-22.66548416
-49.63337157,-22.66548416
-49.63337157,-22.66548416
-49.67941864,-22.68902244
-49.5919119,-22.72045804
-49.5919119,-22.72045804
-49.66407925,-22.68198332
-49.66407925,-22.68198332
-49.6414057,-22.6748696
-49.63885008,-22.67639804
-49.63885008,-22.67639804
-49.63885008,-22.67639804
-49.68840009,-22.6353621
-49.68840009,-22.6353621
-49.69411002,-22.66236814
-49.69411002,-22.66236814
-49.69411002,-22.66236814
-49.73192048,-22.65931475
-49.670293,-22.69745173
-49.66257507,-22.76353811
-49.66257507,-22.76353811
-49.5749328,-22.83860054
-49.50554057,-22.71996392
-49.50554057,-22.71996392
-49.50554057,-22.71996392
-49.46201816,-22.75907938
-49.46201816,-22.75907938
-49.36208317,-22.76599307
-49.36208317,-22.76599307
-49.3919266,-22.77443475
-49.44244383,-22.63395223
-49.44244383,-22.63395223
-49.44244383,-22.63395223
-49.41595762,-22.56316232
-49.41595762,-22.56316232
-49.30872844,-22.61796868
-49.40907391,-22.50053344
-49.24008197,-22.59096715
-49.24008197,-22.59096715
-49.04823397,-22.56709924
-48.98408481,-22.4940478
-48.98408481,-22.4940478
-48.98408481,-22.4940478
-48.79151011,-22.37126499
-48.50646199,-22.31819361
-48.17628741,-22.20733329
-48.17628741,-22.20733329
-47.81735696,-21.97962209
-47.57040928,-21.7348163
-47.57040928,-21.7348163
-47.57040928,-21.7348163
-47.33958429,-21.44548255
-47.33958429,-21.44548255
-46.92998114,-21.21771598
-46.5978055,-20.87857294
-46.5978055,-20.87857294
-46.06275417,-20.53201737
-46.06275417,-20.53201737
-45.50952243,-20.20045878
-45.50952243,-20.20045878
-44.89407162,-19.80389955
-44.89407162,-19.80389955
-44.1702545,-19.46937774
-44.1702545,-19.46937774
-43.5775819,-18.80367605
-43.5775819,-18.80367605
-42.64903552,-18.41634056
-41.84900027,-17.81580376
-41.84900027,-17.81580376
-40.8964245,-17.40722134
-40.02566677,-16.82823274
-40.02566677,-16.82823274
-38.84333354,-16.49087866
-37.92650376,-15.97171676
-37.92650376,-15.97171676
-36.90215511,-15.43141398
-35.83680396,-15.13066027
-35.83680396,-15.13066027
-34.86616494,-14.49953447
-33.73586721,-13.97752503
-33.73586721,-13.97752503
-32.51884148,-13.65943547
-32.51884148,-13.65943547
-31.44837875,-12.90943231
-31.44837875,-12.90943231
-30.3011368,-12.55370101
-29.26710929,-12.14477315
-29.26710929,-12.14477315
-28.15745883,-11.75038277
-28.15745883,-11.75038277
-27.18136866,-11.29697304
-26.34375859,-10.97905702
-26.34375859,-10.97905702
-25.52165879,-10.66967955
-25.52165879,-10.66967955
-25.52165879,-10.66967955
-24.97225342,-10.36907731
-24.97225342,-10.36907731
-24.18646042,-10.1590651
-23.41941957,-10.03712273
-23.41941957,-10.03712273
-23.41941957,-10.03712273
-22.63054495,-9.760517475
-22.63054495,-9.760517475
-22.30045497,-9.565582882
-22.30045497,-9.565582882
-22.30045497,-9.565582882
-21.80184768,-9.116136083
-21.80184768,-9.116136083
-21.46854295,-8.924687114
-21.02442076,-8.914656566
-20.68571368,-8.725776332
-20.68571368,-8.725776332
-20.324171,-8.770924396
-20.28671721,-8.612835255
-20.28671721,-8.612835255
-20.32555316,-8.708291469
-20.32467449,-8.709404092
-20.32467449,-8.709404092
-20.37653251,-8.672663206
-20.37653251,-8.672663206
-20.33837724,-8.58714485
-20.33837724,-8.58714485
-20.38344192,-8.606747702
-20.46279867,-8.631419916
-20.46279867,-8.631419916
-20.44202876,-8.626754871
-20.4997261,-8.829926866
-20.4997261,-8.829926866
-20.4997261,-8.829926866
-20.6148657,-8.66275501
-20.6148657,-8.66275501
-20.62990608,-8.674744531
-20.62990608,-8.674744531
-20.59483409,-8.972929734
-20.82124439,-8.983808302
-20.82124439,-8.983808302
-21.06956515,-9.131445933
-21.46374827,-9.165223951
-21.91524821,-9.23465293
-21.91524821,-9.23465293
-22.45901068,-9.43883429
-22.45901068,-9.43883429
-23.06070597,-9.863188082
-23.71843619,-10.1454782
-23.71843619,-10.1454782
-24.40028291,-10.31162194
-24.40028291,-10.31162194
-25.22451022,-10.67364527
-25.89857383,-10.83370993
-25.89857383,-10.83370993
-26.68920546,-11.17432074
-26.68920546,-11.17432074
-26.68920546,-11.17432074
-27.42010162,-11.37665413
-28.10020604,-11.81419098
-28.10020604,-11.81419098
-28.90208897,-12.07223015
-29.58964764,-12.37451798
-29.58964764,-12.37451798
-30.30204732,-12.81243714
-31.09886132,-13.04126903
-31.97913338,-13.459923
-31.97913338,-13.459923
-32.71075753,-13.81248844
-32.71075753,-13.81248844
-32.71075753,-13.81248844
-33.55326163,-14.20434909
-34.67512922,-14.238871
-34.67512922,-14.238871
-35.43926693,-14.69009893
-35.43926693,-14.69009893
-35.43926693,-14.69009893
-36.16208744,-14.97714556
-36.94337373,-15.20730068
-36.94337373,-15.20730068
-36.94337373,-15.20730068
-37.48692081,-15.70929743
-37.48692081,-15.70929743
-38.13147046,-15.93419204
-38.13147046,-15.93419204
-38.13147046,-15.93419204
-38.75042194,-16.22448638
-38.75042194,-16.22448638
-38.75042194,-16.22448638
-39.25531776,-16.56604295
-39.25531776,-16.56604295
-39.25531776,-16.56604295
-39.81119583,-16.7669159
-39.81119583,-16.7669159
-39.81119583,-16.7669159
-40.21360511,-17.05467236
-40.21360511,-17.05467236
-40.21360511,-17.05467236
-40.60718013,-17.37007902
-40.60718013,-17.37007902
-40.60718013,-17.37007902
-40.60718013,-17.37007902
-41.07463727,-17.5514444
-41.07463727,-17.5514444
-41.07463727,-17.5514444
-41.59747096,-17.63844264
-42.09103286,-17.87917183
-42.09103286,-17.87917183
-42.09103286,-17.87917183
-42.49395513,-18.12710901
-42.49395513,-18.12710901
-42.89256919,-18.36812557
-42.89256919,-18.36812557
-42.89256919,-18.36812557
-43.18294063,-18.52969572
-43.18294063,-18.52969572
-43.39030139,-18.81675911
-43.67767316,-18.9803693
-43.67767316,-18.9803693
-43.92715476,-19.18227394
-44.15351827,-19.2718708
-44.38094326,-19.39223424
-44.53633722,-19.45335852
-44.53633722,-19.45335852
-44.63910116,-19.58533713
-44.63910116,-19.58533713
-44.63910116,-19.58533713
-44.88005823,-19.65750549
-44.88005823,-19.65750549
-44.93006511,-19.89303418
-44.93006511,-19.89303418
-45.19060092,-20.07469716
-45.57093466,-20.20143847
-45.57093466,-20.20143847
-45.74264412,-20.2891614
-45.74264412,-20.2891614
-45.74264412,-20.2891614
-46.01270183,-20.35911066
-46.2779979,-20.29293668
-46.2779979,-20.29293668
-46.2779979,-20.29293668
-46.34742349,-20.40540741
-46.34742349,-20.40540741
-46.34742349,-20.40540741
-46.4315947,-20.52162645
-46.5031313,-20.65639399
-46.5031313,-20.65639399
-46.59334554,-20.76074539
-46.59334554,-20.76074539
-46.70220592,-20.73908173
-46.70220592,-20.73908173
-46.75069298,-20.73969093
-46.75069298,-20.73969093
-46.75069298,-20.73969093
-46.78113647,-20.77215916
-46.78113647,-20.77215916
-46.82874268,-20.76394107
-46.88677218,-20.8401978
-46.88677218,-20.8401978
-46.88677218,-21.02430489
-46.87076689,-21.02430489
-46.91844805,-21.12550947
-46.9810428,-21.09400972
-46.9810428,-21.09400972
-46.9810428,-21.09400972
-47.03979117,-21.13050028
-47.03979117,-21.13050028
-47.07399306,-21.08017698
-47.11083337,-21.08750754
-47.11083337,-21.08750754
-47.15361704,-21.07966716
-47.10589668,-21.0857716
-47.10589668,-21.0857716
-47.13009404,-21.07711518
-47.1128954,-21.10384994
-47.1128954,-21.10384994
-47.13081322,-21.06459725
-47.14967275,-21.07892825
-47.14967275,-21.07892825
-47.17841129,-21.06649555
-47.17841129,-21.06649555
-47.17841129,-21.06649555
-47.18470799,-21.10555516
-47.19469527,-21.22037754
-47.19469527,-21.22037754
-47.2576403,-21.24260885
-47.25811999,-21.27873768
-47.33961589,-21.25193106
-47.33961589,-21.25193106
-47.42971295,-21.29939464
-47.51123473,-21.31477322
-47.51123473,-21.31477322
-47.66373841,-21.39111277
-47.77990338,-21.49851562
-47.77990338,-21.49851562
-47.90462781,-21.57116583
-47.90462781,-21.57116583
-47.90462781,-21.57116583
-48.03839193,-21.72496758
