PIP,DIP
1.207532969,0.626423051
1.207532969,0.626423051
1.22030961,0.622666261
1.22030961,0.622666261
1.231947958,0.610878822
1.231947958,0.610878822
1.231947958,0.610878822
1.221328723,0.619837072
1.221328723,0.619837072
1.207090398,0.620219528
1.207090398,0.620219528
1.207090398,0.620219528
1.234255832,0.612977478
1.234255832,0.612977478
1.222478459,0.624860607
1.222478459,0.624860607
1.221257388,0.623120865
1.218996034,0.630190267
1.215448121,0.632870908
1.215448121,0.632870908
1.224422092,0.626002099
1.239711281,0.623455222
1.239711281,0.623455222
1.327723411,0.532457974
1.230815674,0.630600916
1.230815674,0.630600916
1.240432275,0.628998933
1.217093762,0.63703503
1.225158822,0.634159348
1.225158822,0.634159348
1.214580452,0.627062358
1.214580452,0.627062358
1.214580452,0.627062358
1.232837524,0.634745076
1.217277008,0.640301921
1.217277008,0.640301921
1.217277008,0.640301921
1.218246088,0.641443448
1.22376904,0.635962045
1.229132402,0.623131593
1.229132402,0.623131593
1.245818757,0.624261737
1.245818757,0.624261737
1.245818757,0.624261737
1.236055827,0.628673646
1.225765384,0.61861656
1.225765384,0.61861656
1.225765384,0.61861656
1.235402644,0.620867366
1.235402644,0.620867366
1.235402644,0.620867366
1.226359448,0.624536178
1.226359448,0.624536178
1.226359448,0.624536178
1.247510469,0.62676543
1.247510469,0.62676543
1.247510469,0.62676543
1.242204323,0.602224359
1.242204323,0.602224359
1.242204323,0.602224359
1.274473437,0.566362034
1.274473437,0.566362034
1.272086069,0.591569051
1.272086069,0.591569051
1.272086069,0.591569051
1.315941349,0.604103183
1.315941349,0.604103183
1.315941349,0.604103183
1.355766482,0.615116341
1.355766482,0.615116341
1.355766482,0.615116341
1.317261788,0.652297114
1.317261788,0.652297114
1.392585316,0.688723086
1.392585316,0.688723086
1.392585316,0.688723086
1.483358956,0.571411909
1.483358956,0.571411909
1.483358956,0.571411909
1.541626858,0.699494406
1.541626858,0.699494406
1.616209939,0.738686043
1.764811068,0.712892847
1.764811068,0.712892847
1.764811068,0.712892847
1.744645732,0.937484009
1.744645732,0.937484009
1.744645732,0.937484009
1.744645732,0.937484009
1.919790053,0.883576679
1.919790053,0.883576679
1.919790053,0.883576679
2.008183016,0.965563137
2.008183016,0.965563137
2.139632512,1.050197943
2.139632512,1.050197943
2.139632512,1.050197943
2.231576577,1.044571987
2.231576577,1.044571987
2.231576577,1.044571987
