% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1066300, Fri Mar 29 15:12:20 2019
1 11 -0.07737940785480427 -0.0008709353484244158 0.0005256591791279183 0.06204145943462871 1 1 1 1 1 1 1 1 1 1 1 1 1
2 22 -0.06667983221347307 -0.00011569520908237764 0.0005075812074909665 0.05977436324448995 1 1 1 1 1 1 1 1 1 1 1 1 1
3 33 -0.07372455539700032 -0.0014823503189807638 6.405568507148707e-05 0.04792604959990285 1 1 1 1 1 1 1 1 1 1 1 1 1
4 44 -0.0821077708918887 -0.0002801759834776644 0.00010084413789691375 0.07308653767157505 1 1 1 1 1 1 1 1 1 1 1 1 1
5 55 -0.08834730448065077 -0.00011524461673492807 0.0005016046317053223 0.06789075983115551 1 1 1 1 1 1 1 1 1 1 1 1 1
6 66 -0.12371725856409554 -0.00018582832372219233 0.002935024739526089 0.09046086719789984 1 1 1 1 1 1 1 1 1 1 1 1 1
7 77 -0.1332807713087625 -0.002198608130935063 0.004155965482315088 0.1376999353005657 1 1 1 1 1 1 1 1 1 1 1 1 1
8 88 -0.13073162412080463 -9.345334046723453e-05 0.0004097932603856924 0.1506018160107259 1 1 1 1 1 1 1 1 1 1 1 1 1
9 99 -0.12005576409911611 -0.006053284479707155 0.0026585027441090167 0.1466799524251802 1 1 1 1 1 1 1 1 1 1 1 1 1
10 110 -0.11032298910718762 -0.004154925901426846 0.00027145189086389164 0.1789099412733575 1 1 1 1 1 1 1 1 1 1 1 1 1
11 121 -0.13163771406877084 -0.0035551150771035785 0.0005713843240030185 0.17186566306628587 1 1 1 1 1 1 1 1 1 1 1 1 1
12 132 -0.14081088572723277 -0.0026388517731404802 0.00023057488265826228 0.17707402143090756 1 1 1 1 1 1 1 1 1 1 1 1 1
13 143 -0.13497614506725988 -0.002316499295349767 0.0013665319046036128 0.19381187218083945 1 1 1 1 1 1 1 1 1 1 1 1 1
14 154 -0.13221867713766042 -0.0015368006914651064 0.00044198761265949087 0.19484913309549065 1 1 1 1 1 1 1 1 1 1 1 1 1
15 165 -0.1679261423714808 -5.56260927461199e-06 0.0008792225555938266 0.17561330405853398 1 1 1 1 1 1 1 1 1 1 1 1 1
16 176 -0.15840267010001371 -0.0017486680704631337 0.001328315554150623 0.1853004910828902 1 1 1 1 1 1 1 1 1 1 1 1 1
17 187 -0.17600983330386982 -0.0011860700167658864 0.0013066167856799512 0.17784424537821492 1 1 1 1 1 1 1 1 1 1 1 1 1
18 198 -0.19478821436372137 -0.00947073078853193 0.0007270498749283032 0.17375928514358185 1 1 1 1 1 1 1 1 1 1 1 1 1
19 209 -0.23376843064303862 -0.002853018795315406 0.014459666191816397 0.161405275253642 1 1 1 1 1 1 1 1 1 1 1 1 1
20 220 -0.26540663788748314 -0.001436515646143675 0.002852060779383697 0.16184099384307601 1 1 1 1 1 1 1 1 1 1 1 1 1
21 231 -0.2891584848738772 -0.001317251314274776 0.003613511072641027 0.20408518416151497 1 1 1 1 1 1 1 1 1 1 1 1 1
22 242 -0.33270045654504754 -0.00943178325808861 0.0009077481441893615 0.22795439771184114 1 1 1 1 1 1 1 1 1 1 1 1 1
23 253 -0.33291548788021136 -0.00042714344359748893 0.000778173420797771 0.24880713263781384 1 1 1 1 1 1 1 1 1 1 1 1 1
24 264 -0.3405827495667559 -0.0007694971685113406 0.0034037519184732753 0.2667126318652566 1 1 1 1 1 1 1 1 1 1 1 1 1
25 275 -0.34679676508054363 -0.003172909727316913 0.0008388139083176317 0.27698853894051917 1 1 1 1 1 1 1 1 1 1 1 1 1
26 286 -0.3549260512193109 -0.0011677271123337557 0.007079843379385034 0.28292316085513 1 1 1 1 1 1 1 1 1 1 1 1 1
27 297 -0.36580936084294 -0.004789714526013756 6.723514576278776e-05 0.2853273271161605 1 1 1 1 1 1 1 1 1 1 1 1 1
28 308 -0.3707104397562957 -0.0009058406705668463 0.012655886587312953 0.30137375401010574 1 1 1 1 1 1 1 1 1 1 1 1 1
29 319 -0.3802677061034298 -0.00044742234188831724 0.005789604864963943 0.30900941330166953 1 1 1 1 1 1 1 1 1 1 1 1 1
30 330 -0.37082465692656424 -0.005212125673095603 0.0004712588263605847 0.3049547680117897 1 1 1 1 1 1 1 1 1 1 1 1 1
31 341 -0.3513844345892132 -0.0005326989216438152 0.002351708668156781 0.3133830575610671 1 1 1 1 1 1 1 1 1 1 1 1 1
32 352 -0.35933614345264464 -0.013097982167481426 0.00017927864030120176 0.3373115686259525 1 1 1 1 1 1 1 1 1 1 1 1 1
33 363 -0.35898928259153584 -0.0015889132396022616 0.0005804099570142448 0.31497849659275634 1 1 1 1 1 1 1 1 1 1 1 1 1
34 374 -0.3270619938937535 -0.002316683729046665 0.005995398175641417 0.2835167693022303 1 1 1 1 1 1 1 1 1 1 1 1 1
35 385 -0.32062624680376706 -0.00883318409272473 0.0011730171633879125 0.28380145634276255 1 1 1 1 1 1 1 1 1 1 1 1 1
36 396 -0.3297232223968914 -0.005296288712552204 0.00044666603513012295 0.30620870462707267 1 1 1 1 1 1 1 1 1 1 1 1 1
37 407 -0.32353418668381484 -0.0024965770039270174 0.0020830041949718592 0.2591468433108095 1 1 1 1 1 1 1 1 1 1 1 1 1
38 418 -0.3026702993529701 -0.009305590524203785 0.00014062191825520474 0.23223246813899132 1 1 1 1 1 1 1 1 1 1 1 1 1
39 429 -0.303754887606278 -0.0001764494484982445 0.0047358935871582635 0.2438904979246103 1 1 1 1 1 1 1 1 1 1 1 1 1
40 440 -0.29790030068134354 -0.005959361352651762 0.0008117205006583318 0.24628662991457567 1 1 1 1 1 1 1 1 1 1 1 1 1
41 451 -0.30887112864066657 -0.004516585676100404 0.0001235217525879319 0.24764720185416378 1 1 1 1 1 1 1 1 1 1 1 1 1
42 462 -0.2597820247164761 -0.002977112357145161 0.00036220286013788735 0.27922572913172095 1 1 1 1 1 1 1 1 1 1 1 1 1
43 473 -0.25808221461062497 -0.005842458768402555 0.0006881817275371928 0.285977589976597 1 1 1 1 1 1 1 1 1 1 1 1 1
44 484 -0.2646630202845897 -0.002061603839388938 0.0015892846998232129 0.27623032522614643 1 1 1 1 1 1 1 1 1 1 1 1 1
45 495 -0.26940350359613374 -0.004952631875099303 0.0011251845522963295 0.25680251688947786 1 1 1 1 1 1 1 1 1 1 1 1 1
46 506 -0.2568701185418806 -0.010816961847861599 0.0025906376986503535 0.25749581464825355 1 1 1 1 1 1 1 1 1 1 1 1 1
47 517 -0.2613489159722682 -0.0020383124424816663 0.004092124815036144 0.2598111122246159 1 1 1 1 1 1 1 1 1 1 1 1 1
48 528 -0.26991451225619106 -0.0048126203427434865 0.0010808831804420768 0.2614818783461089 1 1 1 1 1 1 1 1 1 1 1 1 1
49 539 -0.278996543026277 -0.004104725636643921 0.00064617529066929 0.2658797280404477 1 1 1 1 1 1 1 1 1 1 1 1 1
50 550 -0.2692368580194635 -0.0008877061953276673 0.004075967726853869 0.25701297941622087 1 1 1 1 1 1 1 1 1 1 1 1 1
51 561 -0.24453371845135144 -0.004966232370235205 0.0007427460815750959 0.2748255586053215 1 1 1 1 1 1 1 1 1 1 1 1 1
52 572 -0.22827564114504492 -0.002999186025920595 0.010805896086955062 0.2849867165220088 1 1 1 1 1 1 1 1 1 1 1 1 1
53 583 -0.21592707848434334 -0.006136059159860486 0.0012257178431062325 0.281199232026126 1 1 1 1 1 1 1 1 1 1 1 1 1
54 594 -0.21415695821357714 -0.0018383753446555011 0.004769900260703761 0.28401780756111544 1 1 1 1 1 1 1 1 1 1 1 1 1
55 605 -0.2317340857945067 -0.009566301735469736 0.0026714588968040354 0.273362425310995 1 1 1 1 1 1 1 1 1 1 1 1 1
56 616 -0.23227579718717162 -0.0015322757929813165 0.004421348855719008 0.2769373863351483 1 1 1 1 1 1 1 1 1 1 1 1 1
57 627 -0.22095623373073248 -0.0008246178430802861 0.01674510337754117 0.26813252504566437 1 1 1 1 1 1 1 1 1 1 1 1 1
58 638 -0.22942607448713778 -0.001964133750186945 0.00048140423482322776 0.28631206624760436 1 1 1 1 1 1 1 1 1 1 1 1 1
59 649 -0.2590135359010605 -0.015140541498032779 0.007718738610235787 0.2840002335494997 1 1 1 1 1 1 1 1 1 1 1 1 1
60 660 -0.2682566820357606 -0.01253300829516449 0.0009008703225284699 0.2786616951818571 1 1 1 1 1 1 1 1 1 1 1 1 1
61 671 -0.23641630342931425 -0.003955883024102252 0.009922529083963719 0.26927579241062 1 1 1 1 1 1 1 1 1 1 1 1 1
62 682 -0.24979157003159477 -0.0016146046264962483 0.00020399363286682402 0.2657961921531225 1 1 1 1 1 1 1 1 1 1 1 1 1
63 693 -0.2697364838923635 -0.000146820041409458 0.0009646134860805805 0.26256378303314887 1 1 1 1 1 1 1 1 1 1 1 1 1
64 704 -0.2669826696304956 -0.00014870847381035244 0.009128529009246829 0.2648734242828366 1 1 1 1 1 1 1 1 1 1 1 1 1
65 715 -0.25890916118396906 -0.002460652172046298 0.0033775464539830633 0.26952650054847116 1 1 1 1 1 1 1 1 1 1 1 1 1
66 726 -0.27519016744716984 -0.001493837150434097 0.0003595574117330189 0.2759085655427553 1 1 1 1 1 1 1 1 1 1 1 1 1
67 737 -0.2976096237141469 -0.0015622222493069486 0.002238751640262179 0.27334329937680496 1 1 1 1 1 1 1 1 1 1 1 1 1
68 748 -0.2847311877884464 -0.002318598355049027 0.00012679449734708225 0.2846979657382163 1 1 1 1 1 1 1 1 1 1 1 1 1
69 759 -0.28321060150804284 -0.0012410192427277005 0.0022941350470477013 0.2928556398325847 1 1 1 1 1 1 1 1 1 1 1 1 1
70 770 -0.30691377150788063 -0.0025689597789590344 0.006807917847748344 0.2793082710052077 1 1 1 1 1 1 1 1 1 1 1 1 1
71 781 -0.3187151715246181 -0.0010135279151084998 0.01389427378563846 0.27027490527449544 1 1 1 1 1 1 1 1 1 1 1 1 1
72 792 -0.3126293578034532 -0.0006874650439205902 0.0025320842313043984 0.2526201761993168 1 1 1 1 1 1 1 1 1 1 1 1 1
73 803 -0.30371178554982337 -0.002344502625992003 0.0067395344309410556 0.26555285247040306 1 1 1 1 1 1 1 1 1 1 1 1 1
74 814 -0.2992102307127822 -0.00018543313311996523 0.0006310124672793856 0.2666382666587163 1 1 1 1 1 1 1 1 1 1 1 1 1
75 825 -0.33657929495387534 -0.000986138727926248 0.011199514643153476 0.30099823354845934 1 1 1 1 1 1 1 1 1 1 1 1 1
