1,11,0.492570332,1.000046155,44.67945722,4.47E+01,74.45040232,158.0829787
2,22,0.477483211,1.165728459,5.857136207,5.86E+00,32.64476452,143.0405466
3,33,0.449215593,1.204058998,5.857136207,1.59E+01,38.79771093,146.1977814
4,44,0.428598856,1.24558963,5.857136207,1.14E+01,19.41674315,69.28467627
5,55,0.396733991,1.257592653,5.857136207,1.04E+01,46.6367769,139.645703
6,66,0.412508156,1.256424107,5.857136207,8.66E+00,24.60680041,93.61999331
7,77,0.424572913,1.302409377,5.857136207,9.14E+00,49.13345786,104.6722025
8,88,0.408292116,1.351012029,5.857136207,9.09E+00,20.52489849,154.2817682
9,99,0.394633979,1.373565872,5.407794374,5.41E+00,23.42932471,120.1110767
10,110,0.370884437,1.370393051,5.407794374,9.92E+00,15.35541639,106.9281454
11,121,0.343888399,1.402779865,5.407794374,6.65E+00,12.08597072,18.24784648
12,132,0.338934863,1.395533073,5.407794374,6.47E+00,10.69728014,93.13049967
13,143,0.3209504,1.446163079,5.407794374,7.16E+00,10.88247062,58.09697186
14,154,0.328624689,1.470155449,5.407794374,7.72E+00,13.34810336,89.66345602
15,165,0.325527383,1.52676474,5.407794374,6.34E+00,11.64449545,17.13684711
16,176,0.338947944,1.593220357,1.859795427,1.86E+00,13.15437127,117.7633263
17,187,0.3686894,1.630088133,1.859795427,1.07E+01,36.90701079,133.418544
18,198,0.397311108,1.637189828,1.859795427,7.69E+00,12.59324973,131.8150245
19,209,0.417820299,1.670999884,1.859795427,8.63E+00,35.63798253,144.6541832
20,220,0.422765282,1.734569849,1.859795427,8.47E+00,40.68537317,123.1007535
21,231,0.429875893,1.779228413,1.859795427,1.07E+01,19.31182394,74.12339143
22,242,0.448859232,1.86714709,1.859795427,6.26E+00,41.6913615,63.38973128
23,253,0.45649678,2.024356029,1.859795427,9.06E+00,17.98179957,113.6231202
24,264,0.437684097,2.080725048,1.859795427,1.23E+01,53.77212252,82.59253319
25,275,0.438923263,2.146306411,1.859795427,9.52E+00,15.30138459,52.52137358
26,286,0.419943044,2.171511189,1.859795427,9.16E+00,14.98118646,106.1640876
27,297,0.40280834,2.169325701,1.859795427,5.26E+00,20.03028083,119.6594504
28,308,0.388747029,2.15391404,1.859795427,8.36E+00,10.6308644,102.3426918
29,319,0.373936977,2.164042421,1.859795427,6.20E+00,14.06555548,106.7662704
30,330,0.359977955,2.314300438,1.859795427,7.18E+00,12.30896082,77.16238356
31,341,0.368869906,2.306598766,1.859795427,1.05E+01,35.67687415,64.40054089
32,352,0.367989981,2.279241215,1.859795427,5.06E+00,13.88907762,97.05691768
33,363,0.353822202,2.283114534,1.859795427,8.66E+00,11.82517194,42.48586812
34,374,0.344896881,2.270247354,1.859795427,8.47E+00,12.23545821,46.83793286
35,385,0.330125495,2.232012562,1.859795427,7.01E+00,20.69978082,110.4628566
36,396,0.322284035,2.287757636,1.859795427,8.65E+00,22.672104,111.9723003
37,407,0.308336284,2.388030148,1.859795427,8.91E+00,22.99968266,54.74109899
38,418,0.303463879,2.403027292,1.859795427,6.74E+00,13.58746907,39.00607713
39,429,0.288859386,2.42916489,1.859795427,6.33E+00,9.866432369,79.96564911
40,440,0.278669948,2.480928214,1.859795427,8.27E+00,14.36678707,79.54670751
41,451,0.261300528,2.464790583,1.859795427,8.33E+00,12.37362894,96.68979356
42,462,0.267249379,2.465706453,1.859795427,8.35E+00,12.75766385,18.01787852
43,473,0.265986516,2.416167686,1.859795427,7.13E+00,13.23599401,82.4155395
44,484,0.269939924,2.404530284,1.859795427,7.42E+00,12.84240723,83.79228636
45,495,0.262596851,2.38692702,1.859795427,8.61E+00,13.14798,37.54970293
46,506,0.264738303,2.440863156,1.859795427,7.04E+00,17.00448288,88.6064456
47,517,0.259888144,2.427812332,1.859795427,8.50E+00,13.16236337,17.58037485
48,528,0.249716392,2.3692968,1.859795427,7.29E+00,13.09741297,24.8039835
49,539,0.22850689,2.414970688,1.859795427,8.97E+00,12.9695232,70.67171836
50,550,0.223292826,2.469625412,1.859795427,7.27E+00,9.451780328,101.8409402
51,561,0.227745503,2.485900652,1.859795427,5.09E+00,8.926838646,16.85868352
52,572,0.225900711,2.513012469,1.859795427,5.73E+00,10.35115796,112.9591132
53,583,0.217024011,2.510624903,1.859795427,7.95E+00,10.12231232,38.49499669
54,594,0.214221007,2.535817524,1.859795427,4.32E+00,7.750703827,17.96958964
55,605,0.2093334,2.656001551,1.859795427,7.76E+00,10.35831786,114.9775679
56,616,0.200968556,2.712327331,1.859795427,6.15E+00,11.12028724,32.28697352
57,627,0.200695809,2.69482091,1.859795427,7.89E+00,10.78725103,32.99613783
58,638,0.186930442,2.692992412,1.859795427,5.59E+00,9.285094261,23.26566402
59,649,0.179505805,2.721644709,1.859795427,5.87E+00,8.298124517,34.68171985
60,660,0.169279972,2.684804582,1.859795427,5.39E+00,21.30096707,50.27655303
61,671,0.166052415,2.740179938,1.859795427,4.59E+00,7.210973447,28.37202619
62,682,0.165790836,2.720276676,1.859795427,5.60E+00,7.418856795,35.2318346
63,693,0.177470089,2.728335877,1.859795427,5.97E+00,8.253993728,89.66837772
64,704,0.173704116,2.684662108,1.859795427,4.81E+00,13.80484576,34.89929094
65,715,0.17919599,2.650493412,1.859795427,5.46E+00,9.989862604,24.65224505
66,726,0.181284349,2.712762886,1.859795427,5.91E+00,7.865432545,14.0445567
67,737,0.18668079,2.738970712,1.859795427,4.66E+00,9.831114033,86.2024658
68,748,0.18067276,2.79390085,1.859795427,5.81E+00,10.04547844,75.30007944
69,759,0.175944642,2.767044337,1.859795427,3.88E+00,7.220012836,84.09587574
70,770,0.169447308,2.874716698,1.859795427,5.94E+00,7.87670132,18.68465079
71,781,0.155060099,2.955207972,1.859795427,5.70E+00,7.031407069,17.13204543
72,792,0.143933557,2.984553011,1.859795427,4.77E+00,5.518141797,10.97609227
73,803,0.13482405,2.99774287,1.859795427,3.39E+00,6.86231607,23.5952808
74,814,0.123877336,2.947260811,1.859795427,4.65E+00,6.833145199,32.26134714
75,825,0.123250538,2.936930484,1.859795427,3.91E+00,6.148387842,21.59407123
76,836,0.115690541,3.221228446,1.859795427,4.78E+00,7.166867121,13.0486328
